Cygnus version: 0.28.0.7,File version: 2021.11
Operative system: Windows
Record datetime: 2025-09-24 17:13:40.405
Device ID: STEEG_DG329018
Device verison: 
Device bandwidth: DC to 131 Hz
Device sampling rate: 500 samples/second
Data type / unit: EEG / micro-volt (uV)
Bandpass filter: None
Notch filter: None
Timestamp,Serial Number,Fp1,Fp2,AF3,AF4,F7,F3,Fz,F4,F8,FT7,FC3,FCz,FC4,FT8,T7,C3,Cz,C4,T8,TP7,CP3,CPz,CP4,TP8,P7,P3,Pz,P4,P8,O1,Oz,O2,Event Id,Event Date,Event Duration,Software Marker,Software Marker Name
0.052,211083,15560.24,208408.79,14412.35,58846.8,10883.92,27202.86,31849.92,23734.77,9767.39,10960.18,9795.74,10787.6,13945.65,19528.48,22098.67,9801.47,8228.49,8083.93,8619.53,8530.34,17229.84,22475.08,-1238.3,1661.72,16187.85,11624.71,15026.06,11051.74,17512.18,162416.14,103831.51,17405.51,,,,,
0.054,211084,15035.71,208280.52,14120.34,58834.44,10745.95,26964.49,31753.0,23598.74,9619.04,10836.14,9535.91,10650.7,13744.27,19352.54,21883.64,9686.27,8117.08,8018.46,8433.92,8387.92,17136.07,22336.44,-559.85,1840.8,16213.02,11663.7,15040.79,11040.2,17290.86,162410.81,103780.89,17309.96,,,,,
0.056,211085,14548.02,208103.65,13852.55,58821.25,10622.74,26757.33,31662.22,23482.98,9484.88,10728.07,9305.18,10526.62,13577.21,19207.72,21700.23,9572.44,8038.48,7968.67,8290.01,8273.31,17070.53,22215.38,-108.39,1375.62,16247.06,11711.06,15061.48,11046.73,17121.03,162418.0,103753.22,17246.11,,,,,
0.058,211086,14345.87,208018.9,13761.07,58817.12,10578.47,26685.55,31629.09,23444.48,9444.36,10693.62,9219.4,10479.79,13524.19,19164.31,21638.31,9519.77,8025.2,7956.43,8253.86,8239.09,17063.49,22169.99,-85.35,1427.72,16267.12,11736.61,15075.32,11059.43,17073.32,162426.28,103754.54,17231.47,,,,,
0.060,211087,14560.57,208088.41,13908.73,58826.0,10641.65,26800.48,31677.28,23511.32,9527.57,10755.11,9336.26,10539.87,13623.41,19253.08,21736.64,9557.2,8086.68,7990.55,8350.41,8308.53,17117.89,22231.26,-545.93,1656.97,16261.28,11724.51,15073.86,11071.65,17179.67,162430.54,103784.25,17275.19,,,,,
0.062,211088,15094.09,208230.84,14210.13,58839.98,10781.19,27049.44,31779.03,23653.86,9683.66,10880.58,9603.05,10677.64,13833.09,19434.91,21952.07,9666.41,8199.94,8057.89,8539.93,8454.11,17209.32,22374.25,-1288.98,989.8,16236.89,11685.58,15059.32,11085.14,17404.51,162435.73,103835.19,17370.77,,,,,
0.064,211089,15635.76,208345.96,14486.91,58848.74,10916.83,27285.3,31872.81,23787.96,9818.64,10998.11,9864.25,10814.06,14030.86,19604.42,22163.13,9787.57,8302.23,8120.26,8715.2,8592.96,17289.34,22515.53,-1873.21,-10.99,16208.77,11643.6,15040.79,11093.42,17621.75,162440.34,103880.56,17466.99,,,,,
0.066,211090,15871.27,208411.42,14592.84,58849.74,10971.48,27369.14,31908.62,23833.59,9864.1,11042.24,9966.45,10871.44,14096.58,19660.02,22244.88,9852.99,8327.83,8138.38,8768.19,8639.42,17309.81,22569.65,-1929.17,170.11,16188.11,11617.4,15027.01,11083.76,17691.21,162434.59,103887.05,17494.68,,,,,
0.068,211091,15693.9,208419.54,14487.18,58844.99,10920.38,27267.22,31873.87,23772.45,9805.97,10993.09,9864.66,10823.22,14002.47,19577.83,22157.22,9827.92,8263.34,8103.71,8673.66,8571.49,17258.27,22512.68,-1460.23,1348.0,16183.8,11617.8,15023.97,11059.56,17577.44,162419.2,103849.4,17436.46,,,,,
0.070,211092,15222.46,208328.29,14225.08,58834.64,10795.3,27046.94,31787.18,23645.59,9672.08,10879.16,9626.85,10699.72,13813.2,19412.52,21958.39,9727.81,8153.88,8040.58,8496.06,8436.59,17167.04,22384.89,-776.74,1902.93,16201.86,11648.09,15034.37,11041.87,17364.37,162409.24,103796.44,17340.33,,,,,
