Serial Number,Fp1,Fp2,AF3,AF4,F7,F3,Fz,F4,F8,FT7,FC3,FCz,FC4,FT8,T7,C3,Cz,C4,T8,TP7,CP3,CPz,CP4,TP8,P7,P3,Pz,P4,P8,O1,Oz,O2
1878090,10979.27,8883.21,10999.96,4016.83,26156.37,4848.67,12892.53,2519.89,12116.03,11307.97,12824.4,10268.08,-1295.1,19930.56,-397.37,4814.21,3992.38,9214.82,8891.88,9205.79,7610.23,7468.66,2119.97,22709.15,9520.77,5651.46,6211.37,4154.65,7789.45,6916.17,12279.78,7310.5
1878091,10964.56,8872.61,10986.24,4008.03,26147.52,4836.38,12879.97,2505.81,12090.46,11291.7,12810.5,10256.05,-1306.55,19964.04,-411.81,4797.85,3979.42,9211.33,8883.43,9189.47,7586.72,7455.2,2118.01,22729.13,9500.88,5613.6,6192.15,4149.82,7792.89,6928.01,12262.88,7318.9
1878092,10972.47,8875.12,10991.74,4015.09,26161.64,4840.76,12882.16,2503.71,12095.91,11291.61,12814.88,10260.48,-1301.99,20000.48,-419.05,4801.15,3984.6,9222.15,8866.31,9196.98,7589.0,7459.49,2128.11,22729.04,9505.93,5612.34,6194.96,4159.93,7793.07,6922.6,12250.9,7299.63
1878093,10988.48,8873.87,11003.14,4031.45,26179.61,4850.78,12889.27,2511.71,12102.62,11299.92,12822.7,10264.19,-1296.36,19999.98,-415.25,4807.95,3986.21,9223.98,8901.63,9201.77,7596.42,7461.59,2127.89,22732.26,9519.61,5625.31,6203.19,4164.35,7802.59,6929.67,12273.75,7324.35
1878094,11003.27,8890.99,11008.41,4033.33,26176.31,4846.98,12887.48,2519.27,12102.84,11296.21,12813.76,10253.59,-1299.4,19982.73,-403.67,4796.91,3972.93,9212.41,8871.81,9185.23,7582.34,7444.29,2111.84,22723.19,9480.31,5606.94,6182.54,4145.89,7792.85,6910.98,12267.84,7320.6
1878095,11034.34,8929.79,11030.9,4065.38,26183.19,4859.54,12905.58,2546.09,12139.86,11313.07,12824.67,10263.83,-1282.01,19975.71,-378.73,4807.37,3982.1,9222.06,8849.9,9204.27,7595.84,7449.75,2119.21,22726.23,9513.04,5619.63,6186.02,4149.38,7791.42,6905.17,12269.68,7305.4
1878096,11062.5,8955.94,11051.64,4100.25,26193.92,4875.0,12925.79,2575.1,12174.55,11337.97,12837.9,10276.39,-1259.65,19986.35,-358.7,4822.08,3992.69,9238.15,8910.93,9229.88,7612.47,7460.21,2132.94,22770.79,9560.87,5640.24,6195.05,4161.81,7793.7,6887.96,12283.31,7327.8
1878097,11055.44,8946.33,11040.87,4091.62,26176.66,4860.07,12913.32,2560.12,12162.43,11319.73,12821.36,10264.19,-1275.52,19991.58,-392.99,4802.36,3978.92,9223.05,8904.31,9200.78,7588.1,7444.34,2114.52,22776.7,9513.26,5606.94,6174.36,4141.73,7783.15,6881.16,12243.17,7271.51
1878098,11055.31,8959.29,11040.33,4078.7,26171.93,4858.42,12910.86,2549.13,12154.66,11312.44,12820.47,10262.94,-1283.84,20006.38,-402.24,4798.74,3978.07,9221.12,8911.24,9189.07,7583.54,7444.38,2112.64,22763.02,9506.78,5602.46,6178.38,4143.57,7778.45,6916.26,12260.92,7274.06
1878099,11051.1,8979.95,11036.8,4062.25,26172.15,4855.78,12904.91,2538.85,12131.19,11309.71,12818.95,10262.04,-1286.97,20006.33,-390.17,4797.85,3978.88,9224.65,8887.01,9168.86,7581.35,7445.59,2121.05,22765.97,9472.89,5598.22,6174.09,4147.5,7789.27,6884.96,12237.4,7252.47
1878100,11046.41,8967.83,11035.06,4070.43,26171.03,4854.49,12905.63,2548.68,12122.78,11302.79,12817.74,10263.88,-1275.44,20007.54,-401.17,4796.42,3979.64,9234.36,8921.39,9156.03,7579.39,7448.23,2130.08,22803.43,9446.52,5602.82,6180.61,4160.37,7786.19,6889.17,12229.8,7262.35
1878101,11052.45,8928.99,11037.25,4080.71,26180.73,4855.6,12905.05,2551.09,12141.42,11302.2,12814.79,10263.07,-1277.72,19978.35,-411.54,4791.95,3975.3,9221.79,9008.83,9161.22,7574.43,7443.85,2118.01,22820.1,9449.29,5592.76,6171.72,4154.12,7753.51,6892.79,12220.46,7258.68
1878102,11087.31,8950.13,11070.06,4130.87,26209.34,4881.67,12933.39,2573.76,12187.15,11328.09,12838.89,10285.07,-1264.39,20018.67,-387.31,4816.4,3996.85,9234.22,9012.63,9196.31,7601.11,7464.45,2129.5,22832.93,9487.69,5624.06,6195.41,4165.69,7762.49,6911.74,12246.21,7272.45
1878103,11101.89,8991.88,11083.6,4142.36,26208.05,4891.28,12946.71,2589.9,12192.43,11334.48,12847.25,10291.59,-1253.13,20035.34,-384.05,4824.67,4004.76,9246.16,8874.04,9203.73,7613.09,7472.95,2140.4,22773.39,9528.46,5644.58,6209.18,4173.47,7779.79,6953.9,12304.46,7322.21
1878104,11092.68,9006.05,11070.73,4107.76,26191.06,4877.33,12930.44,2575.68,12161.27,11325.09,12835.31,10277.02,-1265.42,20003.16,-396.56,4814.97,3992.2,9240.43,8885.58,9206.19,7605.18,7459.76,2142.82,22768.02,9564.04,5633.49,6189.24,4186.17,7764.41,6913.39,12268.78,7261.63
1878105,11094.65,9039.36,11069.08,4100.16,26197.14,4875.99,12926.82,2574.16,12155.28,11330.14,12833.88,10270.76,-1276.02,19960.73,-394.24,4811.44,3983.89,9221.7,8933.99,9195.91,7596.42,7450.69,2119.12,22759.48,9534.67,5619.94,6178.74,4153.09,7753.1,6920.59,12260.65,7268.83
1878106,11108.64,9052.77,11079.04,4111.07,26215.69,4885.69,12933.66,2578.27,12179.51,11344.81,12843.04,10275.41,-1281.74,19931.18,-353.69,4821.09,3986.79,9209.1,8900.87,9217.99,7603.62,7453.14,2100.35,22688.09,9525.69,5624.41,6183.97,4136.99,7750.83,6909.19,12260.16,7293.15
1878107,11113.42,9043.69,11086.6,4139.14,26215.65,4891.19,12944.25,2607.91,12206.47,11335.69,12845.82,10289.09,-1252.9,19860.6,-380.47,4820.65,4001.23,9234.8,8947.45,9188.76,7602.01,7468.12,2132.09,22769.32,9473.52,5627.77,6202.43,4172.0,7790.88,6930.69,12284.12,7331.01
1878108,11089.77,9024.61,11066.66,4134.85,26194.55,4875.54,12930.62,2605.23,12148.44,11316.2,12830.3,10277.91,-1266.9,19891.04,-405.19,4806.03,3989.16,9216.34,8996.31,9161.76,7589.94,7457.03,2119.44,22806.87,9465.78,5619.14,6189.6,4158.68,7795.71,6897.08,12262.88,7317.6
1878109,11089.24,9018.44,11069.61,4097.83,26200.54,4885.06,12928.61,2561.11,12144.33,11327.46,12841.26,10282.56,-1285.94,20036.33,-374.12,4821.27,3996.22,9225.24,8979.14,9162.11,7606.03,7468.52,2124.85,22782.82,9495.83,5634.65,6204.62,4165.16,7800.76,6936.86,12277.72,7334.64
1878110,11106.27,9025.05,11083.6,4094.08,26212.83,4899.68,12938.75,2556.32,12165.47,11335.69,12856.19,10294.59,-1272.22,20044.87,-356.51,4835.93,4008.92,9242.09,8938.51,9146.78,7616.89,7481.31,2137.01,22774.64,9475.26,5642.3,6216.56,4177.05,7797.09,6974.5,12302.98,7355.51
1878111,11129.83,9051.43,11102.47,4118.44,26228.3,4914.88,12951.85,2575.37,12189.03,11354.15,12873.84,10305.09,-1261.17,20046.61,-287.94,4856.32,4018.84,9241.19,8897.69,9166.36,7634.64,7487.83,2132.98,22726.27,9486.04,5656.51,6218.61,4171.37,7802.55,6961.76,12285.95,7315.23
1878112,11146.64,9069.09,11113.69,4123.72,26242.78,4921.18,12956.01,2581.13,12211.56,11366.0,12878.94,10302.81,-1262.96,20036.6,-310.29,4862.09,4017.59,9239.72,8882.85,9236.99,7645.77,7486.67,2133.38,22705.3,9538.2,5676.85,6220.85,4173.96,7787.39,6966.99,12289.61,7310.85
1878113,11154.28,9082.81,11118.03,4132.21,26246.98,4921.0,12961.33,2595.62,12224.57,11368.77,12876.12,10310.06,-1248.12,20047.23,-375.96,4854.84,4027.16,9258.14,8939.8,9249.69,7650.96,7499.32,2153.86,22759.04,9567.13,5697.86,6239.09,4192.29,7789.76,7027.92,12325.74,7313.49
1878114,11160.45,9093.4,11123.52,4142.45,26259.1,4925.16,12968.8,2609.66,12243.57,11379.9,12878.27,10316.72,-1234.17,20068.11,-362.41,4854.49,4032.12,9272.93,8982.5,9209.59,7640.01,7500.53,2165.08,22819.16,9543.08,5668.58,6237.16,4202.4,7776.53,6985.86,12342.77,7311.66
1878115,11156.96,9081.87,11121.96,4139.36,26265.0,4927.75,12966.65,2610.77,12245.36,11388.35,12883.23,10318.33,-1229.61,20072.72,-337.78,4863.92,4032.7,9282.95,8929.43,9230.56,7647.65,7498.92,2172.72,22865.03,9573.74,5663.44,6220.98,4207.18,7766.92,6893.1,12286.8,7326.01
1878116,11141.05,9058.45,11110.96,4137.58,26258.78,4920.38,12960.03,2606.84,12238.97,11375.88,12878.32,10317.88,-1229.75,20064.89,-346.45,4859.94,4033.55,9285.41,8886.43,9248.44,7647.11,7502.68,2176.17,22814.78,9576.92,5675.29,6232.43,4215.05,7781.72,6910.76,12272.49,7308.48
1878117,11100.59,8999.3,11074.31,4116.03,26226.33,4886.9,12925.7,2565.89,12183.62,11341.5,12843.94,10285.16,-1272.44,20018.36,-395.0,4822.75,3999.31,9241.15,8860.81,9190.95,7606.25,7469.24,2134.5,22721.62,9483.13,5636.71,6203.23,4176.33,7790.21,6933.69,12273.7,7320.33
1878118,11071.04,8958.04,11044.18,4095.42,26202.01,4858.55,12894.01,2530.66,12151.39,11312.4,12816.53,10254.98,-1311.29,19988.99,-409.35,4795.83,3967.88,9200.38,8861.53,9135.69,7579.52,7436.16,2095.43,22697.53,9445.44,5606.76,6162.47,4136.64,7777.33,6840.62,12207.54,7272.86
1878119,11091.34,8987.86,11063.53,4114.24,26220.97,4877.64,12913.45,2556.1,12156.76,11328.4,12837.01,10269.06,-1290.37,19989.88,-349.18,4819.66,3981.2,9212.67,8918.93,9202.35,7602.68,7446.8,2107.14,22748.89,9504.9,5626.96,6172.3,4150.99,7765.4,6821.04,12211.47,7260.34
1878120,11102.02,9019.2,11071.0,4126.49,26204.25,4879.21,12923.73,2583.33,12182.86,11292.59,12836.03,10273.62,-1267.7,19979.6,-374.17,4816.18,3984.73,9230.64,8903.33,9211.29,7596.96,7446.8,2128.6,22763.82,9505.3,5610.91,6165.82,4173.79,7754.89,6840.57,12217.64,7252.43
1878121,11108.28,9054.38,11073.59,4124.88,26184.98,4878.67,12927.62,2594.55,12215.99,11276.19,12832.63,10270.45,-1271.99,19965.52,-412.66,4804.33,3979.33,9222.64,8912.49,9197.03,7586.14,7442.55,2113.22,22733.38,9497.44,5612.57,6170.42,4152.86,7757.44,6854.43,12244.78,7291.63
1878122,11114.14,9040.74,11079.45,4139.5,26188.02,4881.17,12932.76,2597.9,12236.64,11300.19,12835.76,10276.71,-1275.61,19990.95,-396.7,4808.04,3985.63,9222.29,8961.44,9185.9,7587.93,7449.17,2116.62,22766.77,9461.9,5614.49,6173.19,4155.59,7793.79,6876.65,12253.05,7303.83
1878123,11109.44,9023.27,11076.81,4143.21,26201.3,4879.16,12928.52,2587.97,12207.9,11320.89,12832.54,10276.71,-1281.47,20019.52,-412.08,4803.84,3985.23,9219.07,8955.67,9156.84,7580.33,7448.18,2114.48,22764.72,9424.03,5601.17,6169.53,4158.01,7795.89,6895.29,12235.43,7272.99
1878124,11109.49,9044.37,11078.78,4123.41,26226.33,4886.45,12927.67,2570.0,12185.86,11347.04,12839.83,10280.28,-1285.76,20023.99,-408.23,4812.64,3990.59,9220.68,8954.29,9177.13,7591.14,7454.89,2116.4,22761.85,9456.67,5614.53,6176.55,4160.2,7792.62,6903.74,12241.74,7282.51
1878125,11101.71,9031.62,11073.9,4113.48,26235.54,4887.48,12923.69,2563.12,12208.66,11350.93,12843.67,10283.14,-1295.06,19998.06,-390.53,4820.78,3993.68,9210.13,8968.82,9200.92,7603.04,7460.34,2113.31,22756.45,9484.07,5631.03,6179.54,4156.98,7781.4,6903.2,12228.68,7253.54
1878126,11094.11,9019.6,11065.5,4115.0,26226.69,4881.58,12917.34,2562.27,12222.47,11341.32,12840.0,10281.09,-1299.75,19976.2,-375.11,4820.51,3991.8,9207.09,8950.22,9202.35,7607.91,7461.41,2108.44,22749.87,9494.62,5643.23,6183.7,4151.52,7773.53,6937.13,12237.09,7234.99
1878127,11111.99,9048.48,11081.37,4131.68,26229.95,4895.88,12933.39,2577.87,12218.63,11358.31,12853.73,10291.37,-1279.82,20007.85,-340.06,4834.46,4002.3,9233.28,8928.85,9209.28,7618.5,7471.47,2126.63,22745.14,9505.62,5659.06,6195.72,4170.52,7788.15,6961.85,12288.32,7285.24
1878128,11126.21,9069.98,11092.41,4135.97,26227.94,4902.1,12940.14,2580.96,12206.96,11366.0,12859.23,10294.68,-1270.12,20018.94,-322.22,4839.6,4003.69,9240.66,8940.92,9209.63,7615.87,7468.25,2131.6,22745.76,9497.79,5643.41,6176.14,4171.91,7789.27,6910.04,12249.34,7266.02
1878129,11115.79,9069.44,11079.63,4122.02,26205.32,4886.36,12927.31,2580.37,12223.54,11340.25,12841.57,10277.29,-1280.49,20013.57,-397.37,4819.08,3984.82,9219.69,8928.14,9183.84,7597.76,7448.85,2115.41,22752.87,9506.29,5628.08,6159.43,4162.74,7793.29,6872.45,12231.5,7254.97
1878130,11118.03,9072.13,11083.25,4131.09,26213.81,4892.75,12934.91,2598.17,12248.8,11339.98,12847.51,10284.4,-1267.21,20011.11,-409.98,4823.19,3992.16,9232.88,8939.4,9208.83,7606.25,7456.36,2130.48,22785.99,9550.36,5641.98,6167.65,4177.63,7778.0,6868.2,12254.97,7290.29
1878131,11107.57,9053.4,11076.59,4126.71,26210.15,4892.98,12931.69,2594.1,12236.64,11341.01,12849.62,10289.58,-1258.0,20005.62,-382.93,4827.35,3999.08,9249.55,8875.3,9226.98,7611.04,7463.65,2141.34,22822.2,9558.19,5646.27,6168.77,4178.84,7771.21,6885.05,12237.62,7262.62
1878132,11087.09,9026.93,11063.17,4122.82,26200.63,4884.93,12922.39,2580.64,12212.68,11335.87,12839.24,10288.69,-1265.29,20048.35,-387.62,4818.54,3999.53,9255.59,8876.41,9217.23,7604.42,7463.69,2142.91,22824.84,9504.14,5635.81,6159.38,4177.36,7779.7,6866.37,12204.5,7211.92
1878133,11079.54,9022.19,11063.67,4125.15,26205.14,4889.4,12925.57,2572.73,12210.76,11348.07,12843.0,10290.92,-1280.53,20060.6,-367.06,4826.23,4003.82,9241.24,8945.88,9230.96,7617.65,7472.77,2134.41,22774.06,9518.31,5659.42,6177.04,4186.21,7774.52,6909.86,12252.29,7263.29
1878134,11057.01,9005.74,11040.51,4107.62,26188.56,4867.49,12902.01,2543.18,12193.23,11324.33,12823.02,10269.69,-1312.32,20016.34,-382.75,4809.07,3982.46,9203.51,8916.07,9208.78,7601.11,7453.5,2100.35,22740.71,9493.46,5646.32,6148.34,4148.62,7781.76,6880.76,12233.74,7269.95
1878135,11064.38,9016.92,11046.86,4123.09,26187.44,4872.64,12910.5,2559.23,12211.61,11321.25,12826.37,10277.56,-1293.54,20043.17,-386.86,4811.17,3989.03,9222.06,8857.06,9188.58,7600.31,7458.46,2110.5,22720.46,9486.75,5648.02,6148.25,4154.07,7785.29,6873.47,12217.87,7239.95
1878136,11077.26,9028.85,11056.65,4135.97,26183.91,4876.61,12918.59,2586.32,12265.21,11325.41,12827.84,10280.42,-1273.96,20035.34,-388.74,4808.89,3992.65,9236.19,8886.56,9181.92,7594.94,7459.85,2126.37,22744.24,9485.14,5634.47,6146.73,4172.53,7785.47,6911.92,12248.0,7265.93
1878137,11074.22,9025.55,11050.39,4128.05,26178.36,4869.01,12909.74,2583.01,12252.73,11324.87,12821.59,10269.02,-1287.95,19963.01,-381.81,4804.6,3982.05,9217.01,8948.61,9206.37,7593.69,7449.08,2115.82,22791.18,9513.71,5631.79,6136.58,4165.38,7782.48,6882.73,12235.48,7243.75
1878138,11068.85,9022.42,11044.49,4115.54,26183.1,4865.26,12903.35,2566.87,12218.31,11328.62,12820.47,10265.13,-1300.69,19969.67,-370.68,4810.23,3978.88,9206.55,8968.73,9233.33,7603.57,7447.06,2103.84,22781.08,9569.41,5643.64,6134.21,4150.76,7784.35,6882.15,12232.44,7243.22
1878139,11068.36,9025.41,11048.69,4116.48,26189.49,4870.27,12908.98,2566.7,12221.4,11330.77,12824.94,10273.44,-1296.67,20005.88,-370.23,4816.49,3988.71,9216.21,8956.66,9210.3,7610.86,7457.79,2112.15,22769.05,9527.74,5654.45,6148.96,4159.21,7780.96,6892.92,12246.25,7257.48
1878140,11055.22,9013.52,11037.34,4110.4,26190.48,4864.45,12901.83,2557.4,12218.8,11322.72,12821.09,10274.02,-1300.96,20021.71,-368.94,4814.97,3990.19,9221.21,8951.65,9203.38,7612.69,7459.85,2120.2,22801.46,9510.26,5665.9,6145.57,4162.16,7771.25,6830.83,12210.22,7217.07
1878141,11033.98,8995.64,11020.44,4096.36,26182.3,4853.68,12889.94,2543.81,12203.61,11316.29,12811.93,10263.21,-1309.81,20018.58,-362.41,4808.93,3979.42,9215.89,8898.68,9217.5,7605.32,7450.02,2115.1,22819.7,9535.75,5661.61,6141.99,4160.69,7763.83,6810.4,12211.34,7210.14
1878142,11037.25,9000.15,11029.47,4106.73,26193.7,4866.29,12901.56,2552.3,12206.33,11327.86,12824.89,10277.47,-1298.5,20026.85,-345.07,4821.49,3992.25,9228.86,8906.72,9216.03,7613.0,7462.0,2125.2,22785.41,9585.23,5656.69,6156.16,4172.27,7781.63,6885.41,12238.56,7248.58
1878143,11024.15,8983.66,11017.62,4099.22,26174.3,4853.86,12890.16,2539.16,12189.48,11302.43,12807.91,10269.15,-1311.06,19996.59,-398.76,4797.94,3981.61,9215.13,8905.2,9156.75,7585.24,7451.09,2114.88,22747.37,9480.72,5624.95,6142.08,4165.29,7787.88,6918.27,12222.43,7240.53
1878144,11016.55,8977.62,11011.1,4092.07,26157.62,4845.1,12883.63,2532.18,12193.73,11289.24,12799.06,10258.87,-1322.06,19967.31,-437.42,4786.22,3973.83,9199.35,8882.99,9142.58,7578.27,7443.49,2104.68,22711.29,9436.5,5630.27,6141.63,4160.37,7794.05,6918.85,12232.48,7235.3
1878145,11021.33,8993.05,11014.09,4097.7,26152.12,4846.35,12888.51,2549.93,12226.27,11296.48,12800.89,10259.14,-1308.34,19976.25,-421.15,4789.49,3975.62,9214.86,8929.92,9159.79,7581.98,7444.74,2125.56,22792.52,9467.13,5634.52,6141.14,4180.98,7802.37,6887.78,12242.94,7248.94
1878146,10998.89,8975.03,10988.97,4076.24,26121.54,4821.67,12864.77,2534.6,12206.91,11273.28,12776.35,10233.25,-1330.47,19954.34,-437.69,4765.26,3949.24,9188.53,8918.61,9138.11,7556.28,7419.66,2098.29,22814.69,9441.96,5604.7,6118.48,4151.79,7785.29,6870.52,12228.24,7225.92
1878147,10976.67,8952.81,10966.7,4053.53,26104.6,4800.22,12845.01,2511.49,12176.47,11254.46,12756.41,10213.5,-1354.38,19923.81,-463.44,4746.21,3929.62,9161.53,8885.98,9116.96,7538.53,7401.29,2071.07,22748.53,9419.61,5588.47,6101.76,4126.71,7759.1,6897.48,12229.4,7231.19
1878148,10953.03,8925.45,10946.72,4033.64,26097.76,4784.66,12826.95,2489.36,12150.27,11243.2,12743.67,10201.6,-1370.74,19889.07,-467.29,4736.02,3916.83,9144.1,8855.9,9110.93,7527.26,7386.27,2048.18,22671.55,9409.19,5570.9,6078.96,4102.39,7747.74,6832.62,12165.56,7175.27
1878149,10935.99,8904.22,10936.89,4024.7,26093.43,4780.86,12822.17,2483.82,12153.05,11239.84,12741.92,10200.84,-1372.44,19890.59,-456.91,4738.21,3915.8,9141.77,8844.5,9118.13,7531.11,7386.04,2044.25,22671.42,9426.94,5579.35,6085.44,4098.06,7758.74,6841.56,12179.11,7196.95
1878150,10934.29,8896.8,10941.31,4027.65,26102.95,4789.13,12829.68,2484.31,12162.39,11248.11,12753.19,10212.47,-1370.43,19933.42,-449.58,4751.49,3928.68,9156.57,8863.32,9132.83,7547.47,7401.42,2065.79,22723.95,9448.48,5602.51,6106.0,4123.85,7785.38,6882.5,12209.15,7238.79
1878151,10933.67,8890.36,10942.56,4027.25,26111.4,4794.14,12830.26,2480.55,12152.38,11254.06,12759.31,10216.94,-1373.65,19935.07,-435.41,4758.28,3931.94,9153.35,8857.46,9131.72,7552.92,7404.86,2066.33,22716.44,9436.01,5604.66,6107.03,4125.73,7779.26,6876.51,12201.64,7237.9
1878152,10947.84,8905.74,10956.74,4045.76,26117.92,4806.92,12844.74,2500.98,12153.81,11263.22,12772.28,10228.56,-1353.49,19937.04,-421.33,4772.05,3942.13,9168.19,8818.25,9150.49,7567.54,7413.13,2075.72,22688.05,9467.57,5619.36,6115.35,4132.3,7778.09,6863.82,12210.58,7250.28
1878153,10967.51,8940.16,10974.89,4071.15,26121.81,4821.45,12864.68,2528.25,12155.95,11270.78,12785.69,10241.79,-1327.07,19954.39,-423.61,4783.41,3955.5,9192.42,8821.29,9151.79,7582.34,7425.65,2096.55,22699.22,9491.67,5638.94,6131.26,4153.04,7776.08,6899.27,12246.61,7266.6
1878154,10980.79,8939.71,10986.6,4082.95,26125.79,4832.0,12876.97,2549.4,12202.93,11278.96,12797.09,10251.9,-1312.45,19966.5,-405.1,4794.94,3964.71,9205.39,8844.41,9152.64,7595.08,7435.84,2107.1,22723.19,9497.88,5651.82,6142.3,4163.37,7775.95,6943.52,12280.76,7283.54
1878155,10963.35,8915.62,10967.96,4060.55,26107.55,4813.36,12858.24,2532.5,12213.75,11258.84,12777.91,10232.63,-1337.48,19944.6,-417.71,4776.79,3943.92,9181.38,8904.44,9154.78,7573.26,7412.33,2085.82,22738.52,9477.9,5621.87,6113.25,4141.02,7765.85,6862.92,12231.77,7259.98
1878156,10954.32,8915.4,10960.36,4062.65,26103.44,4808.8,12852.92,2529.41,12215.85,11253.34,12773.84,10229.9,-1338.51,19954.74,-423.83,4773.17,3942.58,9182.9,8918.84,9171.19,7568.21,7409.29,2088.46,22757.29,9476.38,5618.92,6110.34,4144.24,7759.99,6841.33,12212.9,7249.52
1878157,10967.51,8939.36,10976.23,4080.4,26129.9,4826.55,12871.88,2548.72,12245.22,11279.85,12792.26,10256.23,-1309.5,20015.67,-413.02,4790.65,3969.36,9216.16,8928.36,9192.07,7587.39,7435.44,2117.92,22790.73,9493.72,5641.45,6133.86,4172.04,7781.94,6856.89,12214.92,7246.48
1878158,10943.77,8921.83,10957.5,4056.93,26117.3,4809.92,12857.71,2531.56,12234.27,11282.18,12775.32,10244.12,-1322.37,19978.93,-414.54,4775.85,3956.84,9200.11,8911.6,9179.68,7576.48,7425.07,2096.55,22759.08,9488.58,5635.14,6134.57,4147.95,7751.54,6867.53,12237.76,7261.55
1878159,10941.58,8907.44,10960.09,4058.09,26130.08,4817.96,12861.1,2529.46,12241.34,11299.16,12785.06,10250.55,-1329.75,19974.64,-391.92,4788.68,3962.34,9199.8,8936.23,9188.8,7588.77,7432.63,2105.58,22769.14,9494.98,5646.77,6143.87,4162.03,7737.41,6895.24,12248.71,7296.15
1878160,10952.31,8914.5,10971.04,4071.1,26148.64,4830.88,12870.09,2537.55,12240.66,11312.58,12800.35,10260.66,-1322.73,19999.98,-394.73,4806.39,3972.17,9209.5,8954.06,9205.92,7605.23,7441.79,2119.26,22813.35,9541.92,5659.24,6148.07,4175.08,7774.83,6878.7,12232.44,7270.04
1878161,10954.41,8925.54,10970.73,4070.65,26136.52,4827.62,12868.84,2538.49,12207.72,11303.5,12794.63,10251.99,-1319.69,20001.15,-406.04,4800.17,3964.93,9206.01,8909.94,9211.91,7603.08,7433.88,2111.03,22818.49,9584.79,5667.6,6149.99,4166.45,7769.65,6924.97,12260.96,7296.46
1878162,10962.37,8936.94,10974.17,4067.21,26124.14,4824.94,12870.98,2544.08,12181.75,11298.0,12788.91,10250.24,-1314.91,20004.1,-391.47,4792.17,3960.73,9203.51,8875.21,9211.29,7595.03,7428.69,2105.13,22742.36,9548.62,5661.29,6143.29,4162.48,7744.79,6941.83,12273.7,7321.9
1878163,10963.04,8937.7,10973.59,4058.81,26119.62,4823.19,12868.57,2537.86,12212.41,11303.05,12786.23,10248.23,-1325.5,19977.81,-378.28,4789.49,3956.84,9191.57,8827.73,9200.38,7588.64,7423.55,2095.43,22692.52,9521.35,5650.07,6136.94,4155.59,7752.52,6883.67,12267.75,7313.89
1878164,10974.44,8956.25,10987.98,4078.7,26131.38,4839.29,12884.75,2557.89,12276.83,11320.89,12804.24,10270.31,-1305.16,19996.36,-352.93,4808.62,3980.35,9220.05,8872.84,9172.66,7603.97,7445.01,2128.96,22743.12,9519.97,5658.57,6153.48,4184.65,7780.69,6885.81,12263.33,7300.93
1878165,10955.53,8920.22,10976.27,4072.85,26122.48,4833.48,12875.19,2549.8,12254.39,11298.09,12801.02,10263.43,-1316.61,19963.37,-368.76,4809.47,3973.51,9204.4,8899.7,9122.95,7607.86,7440.31,2113.63,22750.63,9516.43,5666.08,6159.07,4172.67,7790.61,6923.94,12284.88,7321.72
1878166,10938.72,8892.46,10969.16,4071.24,26123.38,4831.11,12871.39,2541.21,12241.34,11284.68,12798.97,10261.73,-1326.08,19961.81,-386.06,4806.56,3972.26,9192.74,8903.06,9121.93,7608.89,7440.45,2106.03,22735.52,9470.43,5678.68,6166.0,4171.24,7801.21,6935.66,12288.9,7348.63
1878167,10911.54,8862.65,10942.7,4057.2,26099.51,4805.49,12849.62,2525.97,12200.39,11262.78,12769.24,10241.39,-1334.0,19935.12,-432.86,4770.35,3949.91,9179.64,8838.28,9146.69,7567.23,7417.47,2090.69,22685.37,9461.31,5632.73,6142.97,4153.67,7773.62,6932.08,12283.76,7363.96
1878168,10902.47,8857.5,10930.18,4043.07,26071.25,4792.53,12838.22,2517.39,12170.26,11264.52,12754.93,10234.68,-1333.59,19920.46,-455.66,4755.2,3943.03,9180.13,8890.81,9165.2,7552.39,7410.32,2093.87,22708.97,9454.92,5616.73,6128.0,4152.78,7759.23,6882.68,12247.24,7315.19
1878169,10929.02,8878.02,10951.28,4052.1,26081.45,4806.25,12855.02,2527.94,12207.99,11274.13,12767.67,10244.25,-1326.4,19990.01,-448.06,4765.57,3953.58,9200.6,8930.42,9173.96,7562.71,7420.69,2112.24,22806.2,9460.11,5632.28,6144.67,4173.74,7748.95,6913.98,12280.85,7331.46
1878170,10941.63,8893.67,10961.12,4061.13,26101.12,4810.27,12860.03,2532.72,12258.19,11280.43,12772.32,10243.54,-1331.58,20006.87,-433.89,4770.94,3952.59,9196.31,8965.2,9173.56,7569.51,7419.44,2108.35,22821.04,9466.14,5638.45,6140.87,4170.12,7741.44,6895.87,12273.7,7306.52
1878171,10935.5,8900.91,10950.83,4047.86,26101.2,4801.29,12851.14,2524.54,12242.94,11274.71,12763.92,10231.87,-1346.74,19960.06,-431.57,4763.69,3942.0,9170.74,8893.67,9163.81,7567.32,7411.21,2081.08,22718.22,9483.09,5641.67,6137.83,4141.38,7762.22,6904.59,12281.97,7326.01
1878172,10933.4,8909.23,10947.57,4038.11,26097.54,4797.98,12850.42,2526.06,12246.16,11272.83,12760.79,10232.67,-1342.45,19957.65,-422.09,4762.35,3945.22,9176.73,8861.39,9163.86,7568.17,7416.0,2088.14,22697.03,9492.92,5644.75,6145.39,4153.31,7781.04,6936.69,12290.73,7329.36
1878173,10930.09,8908.42,10947.12,4031.18,26101.65,4800.8,12848.5,2521.99,12242.86,11278.82,12764.54,10236.34,-1342.94,19966.05,-410.47,4769.73,3949.69,9181.78,8864.43,9177.63,7575.81,7421.85,2093.46,22703.83,9509.01,5652.13,6148.2,4158.01,7773.0,6962.93,12281.66,7317.78
