Serial Number,Fp1,Fp2,AF3,AF4,F7,F3,Fz,F4,F8,FT7,FC3,FCz,FC4,FT8,T7,C3,Cz,C4,T8,TP7,CP3,CPz,CP4,TP8,P7,P3,Pz,P4,P8,O1,Oz,O2
1884496,9448.44,6890.28,9378.97,2744.12,24511.19,3369.93,11703.78,1340.79,11484.15,9767.35,10863.35,8934.93,-2687.17,19394.39,-1967.67,3306.81,2503.89,7804.56,7532.49,7949.0,6149.68,6061.17,694.87,21466.88,10995.0,4344.37,4833.52,2756.24,6253.3,5823.97,11201.71,6917.82
1884497,9448.57,6891.71,9381.52,2744.35,24517.05,3371.27,11709.54,1341.95,11477.67,9771.65,10867.33,8937.52,-2688.65,19412.09,-1937.36,3316.37,2508.58,7808.89,7573.35,7952.21,6161.21,6067.11,708.06,21505.11,11017.8,4362.12,4850.24,2779.66,6279.32,5842.21,11242.53,6957.47
1884498,9442.76,6873.7,9376.15,2745.78,24512.53,3362.19,11706.28,1341.46,11471.41,9766.33,10859.1,8930.33,-2693.39,19397.42,-1960.56,3308.15,2499.73,7798.21,7596.69,7953.73,6152.72,6056.61,698.22,21497.91,11011.32,4353.18,4839.87,2769.96,6276.73,5819.68,11250.12,6989.03
1884499,9435.39,6864.31,9370.03,2748.19,24498.0,3350.48,11700.83,1342.22,11465.68,9748.62,10844.98,8922.19,-2693.79,19382.76,-1999.1,3290.31,2490.92,7793.83,7641.17,7942.96,6135.42,6047.53,701.08,21561.79,10986.42,4339.64,4836.07,2779.39,6288.13,5837.96,11254.51,6990.6
1884500,9423.41,6858.23,9356.35,2731.87,24485.84,3338.86,11684.64,1323.22,11432.6,9745.09,10834.96,8902.43,-2715.11,19360.81,-1995.7,3280.3,2471.57,7769.2,7638.98,7933.71,6124.74,6030.37,676.23,21532.78,10970.46,4337.62,4827.22,2756.42,6257.19,5954.64,11285.44,7040.04
1884501,9433.24,6863.68,9362.39,2727.05,24499.26,3348.78,11686.43,1319.6,11427.24,9760.83,10846.99,8912.13,-2713.95,19363.5,-1967.27,3297.91,2482.65,7777.87,7635.4,7964.82,6145.7,6042.75,685.48,21535.5,11009.17,4354.43,4829.59,2758.12,6276.1,6098.81,11249.81,7003.38
1884502,9437.76,6872.98,9366.01,2725.75,24496.44,3352.58,11689.56,1324.92,11445.43,9758.68,10848.73,8918.26,-2702.28,19391.52,-1969.23,3296.35,2488.33,7793.92,7618.73,7959.1,6144.41,6048.65,698.45,21573.01,11001.48,4348.84,4831.11,2769.34,6280.21,6202.07,11228.44,6958.1
1884503,9446.92,6890.55,9372.27,2730.71,24504.58,3358.22,11695.33,1333.86,11469.89,9764.4,10852.49,8923.44,-2692.76,19428.27,-1967.04,3296.57,2490.57,7808.98,7647.2,7968.35,6136.18,6047.4,712.26,21625.49,10983.38,4325.24,4818.28,2780.56,6260.99,6207.79,11178.47,6910.89
1884504,9431.72,6871.78,9357.33,2715.87,24495.46,3342.84,11678.83,1318.04,11461.84,9754.12,10838.05,8904.22,-2718.24,19386.38,-1970.71,3283.29,2469.69,7778.9,7649.62,7958.03,6119.64,6025.18,683.65,21611.5,10978.86,4301.86,4793.24,2755.84,6247.45,6151.47,11123.03,6831.41
1884505,9426.8,6865.16,9355.72,2717.53,24495.9,3339.31,11677.31,1315.67,11455.98,9752.2,10834.92,8900.29,-2726.24,19359.83,-1971.02,3281.1,2465.4,7764.95,7606.25,7932.01,6117.67,6021.69,668.85,21564.25,10982.71,4306.69,4797.49,2738.76,6243.92,6145.97,11141.5,6815.09
1884506,9432.35,6884.52,9363.73,2732.05,24491.92,3343.33,11689.69,1331.54,11453.62,9747.06,10837.29,8910.88,-2697.99,19396.93,-1979.92,3281.24,2476.62,7801.56,7613.85,7914.4,6118.97,6033.45,701.67,21613.56,10962.73,4313.84,4813.45,2767.19,6240.56,6091.39,11186.29,6876.51
1884507,9441.78,6903.96,9377.14,2741.04,24502.65,3356.07,11702.3,1339.99,11452.32,9761.63,10851.5,8924.07,-2686.95,19414.14,-1957.57,3296.35,2489.94,7812.83,7668.79,7933.26,6134.17,6047.44,717.13,21639.53,10967.82,4327.66,4827.8,2792.0,6246.6,5954.19,11186.78,6898.42
1884508,9453.8,6914.87,9387.46,2738.58,24514.72,3366.66,11707.62,1340.93,11477.31,9773.48,10861.43,8928.45,-2689.76,19407.08,-1947.11,3307.12,2495.97,7807.29,7679.34,7952.8,6146.73,6054.82,719.06,21644.58,10989.19,4343.39,4837.72,2797.68,6244.14,5971.76,11204.8,6929.04
1884509,9476.78,6925.2,9408.83,2752.35,24545.66,3391.83,11723.31,1352.86,11481.42,9809.64,10886.64,8943.11,-2680.6,19416.2,-1902.13,3334.97,2510.15,7814.3,7682.7,7996.38,6173.1,6071.49,721.65,21599.65,11025.8,4371.96,4858.2,2797.68,6239.4,5997.33,11222.5,6959.17
1884510,9473.07,6911.16,9402.13,2746.09,24540.78,3388.75,11714.37,1345.4,11471.72,9808.66,10882.39,8934.53,-2688.2,19409.09,-1909.96,3331.13,2500.89,7808.45,7665.26,7993.92,6169.57,6064.74,714.94,21590.85,11058.44,4367.44,4848.23,2791.2,6224.96,6117.81,11225.98,6988.32
1884511,9422.69,6854.74,9348.84,2692.98,24493.4,3340.11,11660.01,1286.7,11426.48,9749.65,10833.18,8885.71,-2748.46,19313.92,-1997.84,3280.57,2453.46,7748.41,7519.53,7927.14,6120.44,6016.46,651.78,21493.48,11014.98,4311.56,4790.92,2717.61,6232.29,6164.03,11127.1,6876.78
1884512,9420.55,6855.59,9349.51,2696.2,24497.96,3344.67,11662.07,1289.52,11429.65,9737.9,10839.21,8889.07,-2747.25,19310.92,-1963.65,3285.3,2456.55,7746.76,7440.76,7883.91,6120.4,6019.37,644.31,21413.15,10971.31,4304.86,4795.3,2713.37,6229.25,6204.17,11114.32,6836.55
1884513,9423.23,6864.62,9356.4,2704.78,24503.23,3354.28,11672.22,1299.89,11426.84,9734.86,10851.15,8899.21,-2731.92,19352.45,-1939.19,3302.29,2467.99,7765.04,7459.49,7904.11,6138.73,6030.46,661.61,21411.0,10982.84,4320.1,4808.49,2735.76,6243.24,6199.84,11134.75,6850.94
1884514,9402.62,6849.29,9337.04,2689.45,24486.96,3333.81,11654.78,1282.1,11387.99,9755.78,10827.41,8880.66,-2751.99,19300.6,-2008.57,3276.05,2449.04,7740.23,7550.91,7937.6,6120.8,6009.53,643.73,21450.48,11016.91,4307.99,4789.58,2720.88,6235.51,6134.48,11117.8,6841.11
1884515,9396.81,6835.16,9334.94,2692.85,24482.22,3330.37,11656.66,1285.94,11371.23,9741.74,10821.95,8877.4,-2755.03,19290.27,-2003.88,3267.6,2445.01,7730.93,7595.57,7939.83,6113.65,6006.72,643.77,21484.59,10986.6,4312.9,4799.99,2731.29,6248.12,6155.31,11156.52,6893.28
1884516,9396.85,6825.46,9337.4,2689.67,24480.57,3334.17,11659.92,1284.2,11361.75,9715.81,10826.02,8879.5,-2748.1,19324.83,-1961.72,3271.98,2445.86,7743.76,7567.45,7916.5,6116.38,6007.52,657.41,21480.83,10969.48,4312.37,4800.13,2741.84,6237.88,6234.08,11181.64,6946.56
1884517,9417.06,6831.5,9354.83,2709.43,24495.68,3352.45,11675.57,1302.12,11391.75,9732.35,10845.38,8900.51,-2724.32,19366.67,-1958.33,3291.12,2465.93,7772.51,7576.75,7940.14,6133.9,6025.63,679.85,21502.65,10971.4,4326.72,4810.14,2756.19,6233.37,6190.05,11170.87,6941.38
1884518,9434.13,6841.96,9369.14,2712.38,24509.49,3366.26,11687.01,1315.58,11439.67,9756.22,10856.02,8915.13,-2713.55,19370.42,-1971.07,3299.74,2480.19,7784.53,7591.14,7937.28,6144.99,6041.36,692.73,21547.84,11012.3,4348.17,4826.32,2769.65,6252.14,6189.91,11167.07,6921.89
1884519,9420.81,6830.2,9352.1,2695.08,24494.52,3347.98,11666.31,1294.08,11416.91,9750.46,10834.65,8893.8,-2738.85,19320.89,-1987.25,3276.45,2458.38,7756.01,7609.92,7953.91,6116.02,6018.61,664.7,21528.22,10986.82,4310.71,4796.77,2737.91,6227.55,6165.73,11128.31,6867.93
1884520,9409.55,6835.07,9340.93,2695.98,24482.22,3337.25,11656.03,1280.67,11424.33,9746.52,10825.13,8884.1,-2749.22,19300.46,-1960.47,3269.75,2448.45,7743.94,7585.02,7959.14,6110.21,6008.46,649.09,21513.64,11048.51,4296.05,4782.29,2723.25,6231.09,6122.72,11083.25,6813.17
1884521,9419.07,6864.53,9351.21,2699.73,24489.69,3345.65,11666.36,1292.78,11449.5,9759.76,10832.64,8893.49,-2736.08,19371.32,-1944.87,3275.47,2457.13,7760.08,7569.64,7911.31,6110.43,6017.0,663.09,21521.2,10971.49,4297.26,4793.51,2740.15,6209.58,6194.03,11097.33,6812.14
1884522,9434.31,6886.71,9367.71,2714.49,24495.95,3360.54,11687.24,1318.8,11460.63,9751.44,10844.66,8914.9,-2710.73,19430.77,-1992.35,3286.42,2479.3,7792.09,7626.5,7925.97,6126.79,6039.4,698.72,21581.46,10947.57,4319.12,4820.42,2775.28,6234.8,6302.57,11143.64,6842.18
1884523,9401.32,6843.97,9336.32,2687.31,24462.55,3328.76,11659.25,1288.35,11414.99,9704.59,10813.46,8886.65,-2740.46,19369.75,-2000.75,3256.83,2451.32,7763.65,7612.29,7900.72,6098.58,6010.56,678.15,21591.34,10917.08,4291.94,4796.55,2761.92,6232.92,6306.99,11135.42,6863.95
1884524,9401.99,6846.07,9337.75,2686.28,24455.0,3328.22,11660.46,1290.1,11415.57,9694.76,10813.42,8885.0,-2738.94,19350.75,-1989.17,3258.26,2448.32,7762.81,7599.19,7897.94,6098.94,6006.36,675.07,21599.61,10938.76,4294.35,4795.43,2751.86,6214.41,6320.63,11155.17,6910.22
1884525,9380.85,6831.05,9317.41,2658.38,24435.11,3308.42,11637.17,1263.28,11389.42,9682.37,10793.57,8862.87,-2769.02,19310.03,-2011.25,3238.32,2425.39,7728.25,7509.34,7878.36,6080.84,5984.5,637.83,21471.85,10939.79,4279.15,4775.72,2720.25,6192.95,6300.78,11136.49,6901.06
1884526,9376.56,6822.02,9311.87,2651.1,24441.14,3304.88,11629.52,1254.87,11382.58,9705.66,10792.58,8858.13,-2777.83,19296.66,-2013.8,3240.65,2420.43,7716.18,7498.38,7895.66,6086.07,5982.44,627.82,21436.57,10939.48,4286.93,4770.67,2713.32,6189.24,6301.76,11127.01,6897.35
1884527,9377.63,6812.05,9309.23,2654.18,24447.18,3301.13,11624.74,1254.07,11377.8,9714.65,10786.82,8856.88,-2775.24,19310.12,-2036.07,3233.18,2416.94,7719.17,7564.59,7894.77,6077.08,5978.38,629.2,21498.44,10926.56,4268.6,4755.69,2707.11,6200.51,6242.84,11071.53,6826.58
1884528,9386.88,6809.86,9315.94,2673.0,24455.18,3307.21,11634.04,1272.17,11388.03,9716.57,10790.26,8863.94,-2758.88,19333.95,-2038.52,3234.34,2423.82,7736.56,7539.06,7883.15,6075.65,5983.38,638.95,21539.35,10929.29,4262.66,4758.82,2709.57,6190.58,6228.36,11055.08,6805.08
1884529,9380.71,6807.31,9310.44,2674.43,24446.77,3299.7,11631.45,1273.78,11388.39,9705.31,10784.09,8858.85,-2755.57,19305.34,-2042.06,3229.74,2419.8,7736.79,7482.02,7872.24,6074.13,5979.54,633.94,21495.49,10948.24,4262.88,4754.53,2704.96,6170.42,6220.8,11041.49,6803.25
1884530,9375.8,6820.19,9305.39,2662.41,24441.23,3291.88,11622.5,1255.81,11377.53,9699.23,10777.92,8848.92,-2776.44,19318.75,-2038.21,3224.82,2411.35,7718.33,7547.83,7873.89,6069.44,5970.42,617.85,21491.69,10933.27,4255.59,4745.41,2690.7,6167.2,6203.19,11033.18,6804.01
1884531,9361.04,6813.26,9291.98,2641.26,24425.49,3275.38,11608.29,1240.7,11361.57,9682.78,10763.88,8832.34,-2799.6,19306.01,-2047.73,3212.75,2396.11,7691.55,7558.96,7879.17,6058.71,5957.41,605.55,21472.61,10935.23,4248.22,4742.77,2697.23,6173.24,6220.22,11044.35,6812.63
1884532,9350.72,6805.84,9282.59,2629.24,24407.84,3262.15,11599.97,1240.57,11355.98,9666.68,10751.23,8820.76,-2803.85,19266.67,-2065.84,3200.68,2384.35,7679.34,7495.93,7859.45,6047.71,5946.64,591.87,21411.27,10928.93,4243.66,4736.56,2678.68,6179.05,6224.51,11077.61,6881.25
1884533,9355.81,6813.08,9287.64,2630.04,24408.69,3265.68,11604.98,1248.03,11345.07,9670.08,10753.29,8824.07,-2793.48,19268.23,-2059.98,3201.04,2388.42,7691.86,7482.69,7826.46,6045.57,5949.94,604.21,21431.61,10902.42,4245.27,4742.41,2689.09,6180.3,6232.38,11097.02,6915.76
1884534,9366.86,6815.9,9296.22,2638.58,24418.07,3276.72,11611.73,1251.43,11356.61,9685.1,10766.61,8834.17,-2785.79,19291.52,-2030.88,3216.77,2399.19,7705.72,7474.16,7854.27,6061.26,5961.12,619.86,21432.24,10916.9,4260.11,4747.91,2703.71,6179.27,6230.77,11094.11,6912.63
1884535,9358.36,6802.49,9284.2,2628.07,24409.22,3266.39,11597.02,1232.74,11366.4,9673.48,10757.05,8823.98,-2801.21,19293.98,-2043.84,3207.39,2387.75,7695.84,7504.42,7857.22,6052.45,5949.01,609.49,21452.89,10925.67,4246.12,4725.74,2692.36,6167.03,6183.39,11030.32,6842.0
1884536,9353.04,6797.34,9274.77,2623.2,24402.7,3255.93,11585.98,1224.83,11359.47,9658.9,10744.62,8814.19,-2813.59,19280.97,-2079.47,3191.07,2375.63,7679.79,7538.04,7842.56,6036.04,5934.75,587.49,21465.23,10920.26,4221.17,4705.85,2660.8,6156.97,6149.81,10985.03,6765.78
1884537,9357.38,6802.66,9280.71,2629.86,24410.16,3262.82,11592.33,1230.46,11354.28,9665.92,10751.1,8819.51,-2810.6,19266.58,-2074.51,3196.17,2380.06,7675.72,7557.84,7835.54,6040.65,5938.68,577.93,21461.83,10912.88,4227.92,4711.79,2649.49,6139.4,6158.35,10984.05,6744.82
1884538,9347.32,6795.2,9273.43,2624.36,24393.76,3255.31,11588.84,1229.66,11338.01,9653.32,10742.7,8813.11,-2809.7,19253.35,-2106.03,3186.55,2373.8,7676.75,7530.17,7816.63,6028.13,5933.32,584.99,21457.09,10901.88,4218.8,4713.76,2667.46,6154.82,6188.8,11016.33,6789.3
1884539,9340.57,6791.62,9267.26,2622.44,24386.16,3246.99,11584.82,1226.08,11334.75,9641.87,10732.46,8808.33,-2810.82,19271.05,-2108.4,3173.59,2367.18,7677.56,7437.27,7798.03,6012.57,5922.9,577.52,21393.08,10877.83,4198.19,4700.12,2654.49,6143.73,6160.99,11004.39,6787.55
1884540,9335.16,6787.55,9264.35,2623.02,24377.17,3242.25,11583.93,1223.09,11327.19,9633.11,10728.26,8805.96,-2816.28,19258.84,-2091.1,3172.25,2364.64,7671.48,7449.97,7772.1,6015.03,5921.16,575.56,21401.57,10886.51,4207.58,4708.8,2656.42,6147.04,6194.16,11041.14,6823.72
1884541,9339.86,6796.41,9268.24,2625.61,24381.06,3246.77,11586.7,1227.16,11338.28,9640.13,10732.1,8808.24,-2816.01,19256.83,-2068.25,3177.75,2364.86,7668.79,7487.21,7771.17,6019.01,5920.98,578.28,21437.96,10885.66,4210.0,4709.65,2662.14,6144.27,6198.14,11058.26,6858.68
1884542,9359.26,6808.3,9285.72,2638.53,24407.75,3266.08,11601.18,1245.22,11366.0,9666.5,10750.21,8824.6,-2795.13,19303.23,-2048.72,3195.18,2380.15,7694.99,7566.56,7845.86,6032.29,5934.48,600.99,21490.62,10902.47,4222.51,4716.98,2678.14,6134.03,6193.44,11058.57,6860.78
1884543,9344.46,6784.38,9269.0,2613.77,24391.97,3252.22,11581.56,1224.03,11346.95,9657.79,10737.02,8810.79,-2814.93,19291.08,-2042.01,3183.34,2367.09,7681.22,7552.43,7838.89,6018.03,5920.57,590.22,21491.25,10897.95,4203.56,4694.76,2666.79,6128.54,6144.54,11004.39,6790.06
1884544,9342.22,6773.56,9266.18,2611.09,24393.89,3252.8,11579.28,1219.56,11335.06,9656.27,10738.27,8812.62,-2812.92,19295.77,-2072.86,3182.8,2369.73,7687.57,7511.35,7825.93,6022.72,5925.31,595.09,21521.91,10945.69,4214.11,4699.45,2670.81,6137.74,6157.82,10989.64,6733.15
1884545,9337.8,6772.71,9261.13,2614.93,24389.15,3248.11,11576.68,1214.5,11319.82,9641.92,10731.39,8811.46,-2810.78,19294.43,-2103.66,3173.41,2369.11,7693.38,7539.15,7855.48,6018.25,5924.73,603.41,21549.36,10946.81,4208.74,4695.65,2681.18,6115.97,6139.35,10970.46,6678.25
1884546,9308.56,6743.52,9232.3,2585.83,24358.35,3215.97,11544.85,1178.65,11270.69,9603.16,10696.16,8774.89,-2849.67,19215.97,-2097.49,3135.95,2329.68,7641.44,7443.89,7783.73,5972.65,5882.44,544.53,21455.93,10870.64,4158.23,4654.66,2621.37,6105.07,6057.68,10934.52,6673.16
1884547,9309.5,6739.1,9234.71,2589.72,24363.62,3218.16,11547.67,1183.21,11296.48,9615.5,10702.28,8777.49,-2845.11,19189.96,-2085.46,3146.95,2332.36,7639.29,7363.38,7767.41,5981.51,5884.95,534.56,21339.84,10855.35,4163.68,4657.52,2608.4,6099.48,6041.1,10947.71,6713.21
1884548,9296.05,6720.5,9224.52,2586.86,24352.63,3207.97,11539.58,1176.95,11299.66,9604.81,10693.25,8767.38,-2858.7,19178.56,-2152.92,3138.45,2324.4,7623.11,7435.8,7754.62,5983.92,5878.46,521.51,21323.21,10887.62,4176.24,4661.95,2602.46,6085.89,6060.72,10967.6,6730.47
1884549,9288.04,6719.47,9216.43,2567.9,24342.48,3197.42,11527.96,1160.06,11288.66,9602.35,10683.51,8754.42,-2882.08,19185.44,-2144.34,3129.47,2312.29,7604.78,7462.67,7704.47,5977.39,5868.58,516.59,21370.15,10882.08,4167.75,4656.36,2604.69,6104.04,6068.32,10993.08,6770.84
1884550,9303.2,6735.43,9228.59,2574.43,24352.72,3212.66,11538.69,1173.11,11312.4,9598.42,10701.75,8765.64,-2867.42,19214.05,-2110.5,3151.33,2324.85,7626.5,7458.29,7751.76,5996.79,5882.53,541.4,21424.19,10860.22,4184.38,4665.61,2625.03,6082.4,6072.48,11007.74,6813.84
1884551,9288.85,6717.68,9211.87,2557.35,24344.89,3199.52,11518.57,1155.0,11297.11,9567.71,10687.67,8751.51,-2883.2,19185.13,-2116.13,3133.85,2310.41,7615.15,7470.94,7820.92,5975.69,5867.74,532.24,21413.73,10858.66,4163.82,4641.56,2616.23,6047.98,6011.19,10931.12,6714.96
1884552,9279.59,6708.7,9198.37,2546.67,24334.52,3183.38,11502.92,1140.65,11281.1,9594.62,10665.63,8736.76,-2900.23,19202.16,-2142.73,3104.66,2295.03,7595.7,7459.54,7813.54,5948.2,5854.95,506.71,21382.48,10876.09,4148.44,4629.05,2585.07,6063.45,6001.89,10914.8,6687.82
1884553,9268.06,6698.73,9184.38,2530.26,24330.95,3171.31,11487.54,1118.53,11247.76,9589.75,10655.34,8727.15,-2915.34,19231.17,-2153.19,3096.39,2287.97,7584.98,7434.41,7775.81,5940.11,5847.57,495.14,21349.31,10840.73,4125.19,4619.7,2568.8,6092.77,6023.88,10877.74,6611.38
1884554,9261.58,6688.0,9178.16,2519.22,24312.13,3167.96,11478.96,1105.96,11220.22,9580.63,10655.3,8720.62,-2921.78,19205.87,-2158.91,3097.55,2283.86,7580.86,7425.03,7767.86,5941.36,5844.09,494.2,21349.98,10831.16,4121.35,4615.81,2572.86,6106.18,6013.87,10865.5,6586.3
1884555,9275.48,6702.53,9193.81,2540.01,24325.27,3180.07,11495.86,1129.17,11247.98,9584.07,10666.39,8733.09,-2901.08,19209.0,-2153.5,3106.58,2295.48,7597.09,7429.41,7781.22,5951.06,5856.11,504.43,21402.78,10887.71,4142.76,4639.33,2582.12,6085.8,6050.57,10917.53,6645.67
1884556,9286.17,6718.89,9204.31,2552.44,24361.75,3186.42,11506.63,1147.27,11275.16,9589.7,10672.47,8743.2,-2884.89,19220.0,-2142.73,3112.61,2304.82,7610.46,7410.1,7781.13,5958.04,5863.89,515.97,21383.51,10867.73,4145.85,4643.62,2594.1,6085.53,6052.0,10934.74,6698.33
1884557,9295.15,6729.8,9214.19,2561.91,24367.65,3194.82,11515.4,1154.15,11291.43,9602.76,10682.48,8750.84,-2882.03,19208.73,-2117.74,3126.25,2312.69,7610.28,7408.35,7799.24,5972.74,5873.1,520.75,21332.91,10862.5,4161.18,4658.15,2606.57,6098.63,6074.8,10951.68,6733.24
1884558,9297.74,6732.7,9217.1,2564.55,24366.93,3200.01,11517.85,1155.41,11286.6,9618.54,10689.63,8751.11,-2882.48,19206.05,-2094.27,3135.99,2313.85,7610.81,7436.78,7812.07,5981.55,5875.96,527.46,21369.43,10877.66,4174.68,4665.7,2618.24,6100.51,6090.45,10982.84,6784.69
1884559,9281.52,6714.78,9195.19,2539.74,24339.49,3177.39,11493.71,1132.65,11269.08,9588.23,10665.72,8730.32,-2902.02,19199.97,-2135.89,3111.05,2291.99,7595.44,7406.61,7771.3,5961.61,5856.29,510.34,21381.28,10868.71,4164.98,4640.71,2593.79,6077.75,6046.33,10950.16,6767.93
1884560,9294.35,6722.11,9203.02,2546.53,24350.8,3184.32,11496.62,1136.54,11282.0,9592.65,10670.05,8739.17,-2895.22,19217.99,-2134.86,3112.53,2297.71,7607.01,7414.12,7756.99,5957.46,5861.21,521.2,21378.15,10846.05,4146.29,4637.0,2599.91,6091.7,6012.4,10899.52,6692.07
1884561,9311.38,6737.62,9218.26,2562.72,24365.19,3199.97,11511.55,1152.28,11294.38,9606.6,10683.51,8751.15,-2880.96,19229.03,-2121.9,3125.31,2309.61,7619.98,7468.92,7776.8,5965.9,5872.34,534.61,21414.76,10848.37,4144.33,4649.12,2615.74,6103.28,6014.18,10905.86,6684.33
1884562,9309.01,6735.61,9214.1,2560.93,24363.67,3195.05,11506.63,1144.41,11287.54,9594.13,10678.5,8746.55,-2892.49,19213.78,-2141.03,3120.57,2303.84,7601.96,7461.95,7787.17,5964.88,5864.11,508.41,21379.8,10859.95,4144.59,4636.29,2584.13,6065.46,6033.81,10873.41,6619.2
1884563,9312.68,6739.19,9219.47,2568.39,24370.06,3199.16,11512.18,1152.99,11294.29,9596.86,10679.8,8747.98,-2884.98,19222.9,-2135.98,3118.25,2301.43,7605.99,7472.81,7778.23,5959.33,5859.2,506.49,21398.26,10852.17,4140.03,4631.42,2582.7,6053.3,6041.23,10895.63,6609.23
1884564,9303.15,6728.46,9211.82,2554.85,24361.97,3190.0,11504.0,1141.1,11274.53,9596.72,10670.68,8736.49,-2897.19,19201.4,-2111.21,3110.78,2290.2,7594.18,7414.57,7747.56,5946.06,5845.7,501.26,21396.39,10825.8,4122.42,4622.21,2586.01,6057.68,6015.44,10902.64,6630.87
1884565,9297.03,6722.78,9207.53,2546.49,24356.03,3184.32,11498.9,1132.47,11262.55,9593.19,10667.64,8728.04,-2908.23,19196.08,-2120.15,3112.3,2280.5,7581.76,7401.11,7755.56,5947.04,5835.33,487.04,21351.91,10845.96,4121.48,4616.98,2569.02,6029.56,5985.04,10904.97,6684.38
1884566,9311.25,6736.77,9219.38,2559.68,24358.39,3192.77,11510.25,1144.23,11271.14,9587.6,10675.06,8737.57,-2894.1,19200.46,-2145.72,3117.67,2289.62,7598.3,7419.26,7778.05,5957.72,5844.76,505.64,21364.96,10906.67,4137.71,4626.99,2589.4,6027.33,5990.09,10907.61,6713.3
1884567,9344.5,6769.54,9248.53,2590.08,24389.82,3222.99,11536.14,1174.67,11309.36,9616.84,10703.04,8766.4,-2858.48,19247.44,-2078.58,3145.96,2317.74,7637.73,7417.25,7809.7,5983.56,5871.36,538.63,21419.94,10893.12,4164.17,4648.13,2611.53,6020.22,6017.67,10899.16,6702.75
1884568,9353.67,6776.33,9254.29,2595.93,24392.73,3227.06,11535.91,1177.58,11323.35,9617.42,10703.49,8765.68,-2858.97,19253.97,-2088.68,3144.44,2314.03,7632.58,7497.49,7797.23,5979.99,5868.27,523.84,21454.72,10897.1,4162.07,4645.18,2590.3,5983.16,6019.55,10883.91,6668.6
1884569,9324.66,6743.7,9222.29,2560.84,24359.15,3194.51,11500.73,1137.03,11278.11,9585.68,10668.98,8731.8,-2903.54,19174.27,-2137.01,3108.73,2280.01,7587.61,7480.15,7782.61,5947.93,5836.62,494.47,21434.47,10870.1,4128.05,4607.41,2571.03,6022.86,5969.53,10830.72,6620.14
1884570,9308.34,6728.28,9204.45,2542.6,24345.25,3175.65,11479.32,1110.84,11248.74,9566.86,10647.21,8711.82,-2931.61,19138.01,-2181.71,3081.68,2259.36,7553.95,7381.8,7730.98,5917.04,5813.82,456.87,21302.55,10810.96,4092.78,4580.32,2530.84,6040.92,5922.94,10764.29,6540.03
1884571,9305.57,6727.61,9200.74,2540.19,24334.25,3168.85,11475.03,1103.42,11235.95,9556.49,10639.48,8704.08,-2944.04,19133.32,-2197.58,3070.68,2251.13,7538.62,7338.93,7698.43,5902.47,5804.39,439.79,21252.84,10763.21,4077.36,4578.75,2518.33,6040.07,5941.81,10783.51,6553.89
1884572,9312.9,6744.55,9210.17,2554.18,24338.73,3175.87,11487.68,1123.62,11236.18,9566.5,10648.06,8713.2,-2924.82,19161.75,-2177.46,3081.14,2260.79,7555.69,7319.26,7716.45,5913.33,5812.03,453.2,21256.42,10795.13,4090.91,4588.5,2531.02,6026.16,5953.34,10819.81,6606.37
1884573,9315.8,6756.62,9214.55,2561.55,24338.73,3178.55,11495.86,1134.49,11265.46,9563.69,10651.41,8719.37,-2909.21,19196.93,-2155.11,3087.18,2267.94,7570.54,7296.46,7737.19,5920.44,5817.67,465.32,21265.45,10809.44,4097.43,4592.93,2542.24,6022.5,5954.33,10828.66,6621.44
1884574,9315.04,6757.78,9211.33,2560.3,24320.35,3169.61,11492.28,1128.72,11265.95,9539.1,10640.01,8714.77,-2913.42,19183.3,-2201.29,3073.5,2263.16,7568.7,7315.37,7713.14,5908.24,5813.42,464.87,21280.11,10792.14,4089.92,4592.75,2543.36,6025.27,5954.19,10842.47,6652.01
1884575,9322.38,6761.4,9212.18,2561.47,24320.58,3167.11,11489.06,1124.02,11257.95,9532.84,10634.65,8711.59,-2918.56,19174.49,-2223.78,3064.2,2259.94,7570.22,7363.25,7694.63,5899.92,5809.62,469.52,21322.8,10773.23,4081.34,4584.61,2548.77,6017.13,5938.68,10826.02,6643.88
1884576,9331.63,6764.04,9215.58,2558.87,24334.12,3171.85,11484.24,1114.5,11243.29,9553.05,10639.83,8706.0,-2932.59,19167.51,-2185.06,3071.26,2252.79,7551.05,7385.91,7712.16,5905.06,5802.42,446.72,21295.09,10798.98,4085.99,4575.31,2521.99,5976.54,5952.49,10805.01,6613.75
1884577,9349.06,6776.87,9227.74,2565.35,24357.01,3182.84,11488.39,1118.21,11255.53,9578.75,10651.46,8710.43,-2930.0,19179.63,-2169.91,3083.38,2255.34,7553.59,7387.07,7731.51,5911.99,5804.57,450.12,21319.9,10818.83,4085.18,4571.02,2522.35,5992.59,5934.43,10784.63,6582.68
1884578,9335.56,6766.19,9210.22,2546.13,24345.39,3163.26,11466.53,1095.1,11247.0,9556.67,10629.51,8687.36,-2957.85,19143.78,-2206.16,3056.87,2232.31,7524.0,7361.59,7696.91,5885.17,5781.68,421.73,21295.67,10779.89,4057.87,4546.57,2494.86,5999.48,5899.83,10732.86,6525.82
1884579,9327.61,6760.24,9200.25,2538.93,24335.51,3151.1,11455.18,1083.52,11239.93,9536.15,10615.87,8678.65,-2969.92,19126.21,-2204.46,3043.01,2225.07,7512.82,7341.25,7680.73,5873.19,5774.39,407.96,21261.43,10754.01,4042.58,4535.35,2479.61,5988.03,5886.24,10696.38,6466.76
